Year_Country,Country,Year,co2,coal_co2,total_ghg,methane,nitrous_oxide,Population
2006_Hungary,Hungary,2006,59.642,13.617,72.57,8.26,6.6,10055657.0
2007_Hungary,Hungary,2007,58.554,13.572,70.43,8.17,6.07,10024158.0
2008_Hungary,Hungary,2008,57.248,13.064,69.01,8.04,5.52,9991867.0
2009_Hungary,Hungary,2009,51.471,11.189,63.05,8.0,5.0,9959439.0
2010_Hungary,Hungary,2010,52.069,11.672,62.94,7.95,4.86,9927380.0
2011_Hungary,Hungary,2011,50.191,11.955,63.48,7.8,5.17,9895689.0
2012_Hungary,Hungary,2012,46.758,11.456,59.71,7.69,5.05,9864363.0
2013_Hungary,Hungary,2013,43.59,10.166,57.16,7.46,5.45,9833923.0
2014_Hungary,Hungary,2014,43.678,10.186,57.69,7.33,5.27,9804991.0
2015_Hungary,Hungary,2015,46.615,10.518,60.53,7.21,5.38,9777925.0
2016_Hungary,Hungary,2016,47.072,9.77,61.28,7.2,5.54,9752970.0
1990_Iceland,Iceland,1990,2.228,0.282,3.38,0.51,0.41,255044.0
1991_Iceland,Iceland,1991,2.106,0.245,3.29,0.51,0.4,257616.0
1992_Iceland,Iceland,1992,2.255,0.243,3.06,0.52,0.39,260154.0
1993_Iceland,Iceland,1993,2.411,0.298,2.97,0.53,0.4,262650.0
1994_Iceland,Iceland,1994,2.365,0.293,3.14,0.54,0.39,265140.0
1995_Iceland,Iceland,1995,2.467,0.296,3.07,0.55,0.39,267627.0
1996_Iceland,Iceland,1996,2.523,0.281,3.27,0.56,0.4,270144.0
1997_Iceland,Iceland,1997,2.619,0.32,3.27,0.56,0.41,272709.0
1998_Iceland,Iceland,1998,2.638,0.284,3.42,0.57,0.42,275294.0
1999_Iceland,Iceland,1999,2.84,0.358,3.44,0.58,0.43,277868.0
2000_Iceland,Iceland,2000,2.932,0.466,3.47,0.57,0.42,280439.0
2001_Iceland,Iceland,2001,2.863,0.502,3.28,0.58,0.4,282910.0
2002_Iceland,Iceland,2002,2.991,0.513,3.33,0.57,0.41,285329.0
2003_Iceland,Iceland,2003,2.985,0.51,3.32,0.57,0.4,287955.0
2004_Iceland,Iceland,2004,3.109,0.526,3.41,0.57,0.4,291102.0
2005_Iceland,Iceland,2005,2.976,0.484,3.31,0.56,0.4,294976.0
2006_Iceland,Iceland,2006,3.153,0.515,4.03,0.66,0.43,299727.0
2007_Iceland,Iceland,2007,3.496,0.596,3.78,0.61,0.44,305181.0
2008_Iceland,Iceland,2008,3.811,0.639,3.67,0.6,0.44,310855.0
2009_Iceland,Iceland,2009,3.728,0.622,3.37,0.6,0.39,316057.0
2010_Iceland,Iceland,2010,3.625,0.626,3.18,0.6,0.38,320342.0
2011_Iceland,Iceland,2011,3.501,0.639,2.95,0.57,0.39,323471.0
2012_Iceland,Iceland,2012,3.497,0.659,2.95,0.54,0.39,325642.0
2013_Iceland,Iceland,2013,3.483,0.661,3.04,0.54,0.38,327194.0
2014_Iceland,Iceland,2014,3.459,0.625,3.09,0.55,0.4,328592.0
2015_Iceland,Iceland,2015,3.536,0.661,3.23,0.56,0.41,330237.0
2016_Iceland,Iceland,2016,3.487,0.66,3.19,0.55,0.4,332209.0
1990_India,India,1990,578.518,367.036,1183.05,528.42,141.68,873277799.0
1991_India,India,1991,615.925,393.603,1238.06,534.21,145.73,891273202.0
1992_India,India,1992,656.033,412.001,1269.78,538.98,149.92,909307018.0
1993_India,India,1993,677.916,433.738,1301.28,544.67,153.4,927403866.0
1994_India,India,1994,716.918,456.367,1347.49,549.57,159.01,945601828.0
1995_India,India,1995,762.121,472.395,1413.99,557.16,163.54,963922586.0
1996_India,India,1996,825.919,505.217,1459.04,561.99,167.84,982365248.0
1997_India,India,1997,859.686,528.474,1515.75,568.54,174.12,1000900028.0
1998_India,India,1998,877.698,524.872,1548.0,578.39,179.25,1019483586.0
1999_India,India,1999,951.749,561.326,1627.12,586.75,183.78,1038058154.0
2000_India,India,2000,978.919,573.692,1664.02,590.34,181.23,1056575548.0
2001_India,India,2001,992.56,582.912,1569.36,596.18,185.54,1075000094.0
2002_India,India,2002,1023.027,599.45,1591.5,590.23,179.42,1093317187.0
2003_India,India,2003,1059.616,626.782,1634.28,602.11,187.82,1111523146.0
2004_India,India,2004,1125.471,670.922,1728.85,612.75,195.16,1129623466.0
2005_India,India,2005,1185.953,722.497,1803.32,624.7,203.58,1147609924.0
2006_India,India,2006,1259.744,774.666,1936.95,634.47,213.04,1165486291.0
2007_India,India,2007,1358.152,843.677,2078.82,648.74,222.64,1183209471.0
2008_India,India,2008,1462.815,912.093,2170.72,654.17,226.14,1200669762.0
2009_India,India,2009,1612.817,985.349,2355.66,655.71,233.53,1217726217.0
2010_India,India,2010,1677.888,1017.376,2457.76,660.79,241.06,1234281163.0
2011_India,India,2011,1780.13,1091.465,2800.43,659.73,246.73,1250287939.0
2012_India,India,2012,1963.586,1247.112,2943.69,661.57,246.24,1265780243.0
2013_India,India,2013,2036.937,1320.664,2994.46,660.15,244.22,1280842119.0
2014_India,India,2014,2185.856,1447.723,3163.7,659.8,245.95,1295600768.0
2015_India,India,2015,2268.567,1487.726,3177.2,656.28,247.61,1310152392.0
2016_India,India,2016,2382.223,1530.271,3235.66,663.63,247.43,1324517250.0
1990_Indonesia,Indonesia,1990,150.285,6.947,1512.13,370.62,69.84,181413398.0
1991_Indonesia,Indonesia,1991,180.621,13.52,1529.73,374.02,69.96,184591897.0
1992_Indonesia,Indonesia,1992,203.577,12.509,1550.51,383.52,72.0,187739786.0
1993_Indonesia,Indonesia,1993,219.762,21.309,1566.95,386.34,70.88,190851184.0
1994_Indonesia,Indonesia,1994,222.855,26.648,1583.95,390.07,72.35,193917458.0
1995_Indonesia,Indonesia,1995,226.543,25.175,1615.02,392.79,74.53,196934257.0
1996_Indonesia,Indonesia,1996,255.067,27.561,1403.98,338.84,69.52,199901231.0
1997_Indonesia,Indonesia,1997,280.734,29.389,2390.38,580.69,103.2,202826444.0
1998_Indonesia,Indonesia,1998,215.971,32.075,1598.72,391.27,79.34,205724597.0
1999_Indonesia,Indonesia,1999,243.95,37.168,1484.75,346.45,67.83,208615171.0
2000_Indonesia,Indonesia,2000,274.727,50.906,1406.68,329.66,66.74,211513822.0
2001_Indonesia,Indonesia,2001,303.341,64.629,1663.98,322.25,67.11,214427419.0
2002_Indonesia,Indonesia,2002,310.818,66.665,2199.08,444.97,86.57,217357790.0
2003_Indonesia,Indonesia,2003,340.441,89.49,1822.69,339.24,74.15,220309473.0
2004_Indonesia,Indonesia,2004,344.394,82.216,2205.43,427.12,88.79,223285666.0
2005_Indonesia,Indonesia,2005,348.989,94.222,1912.93,346.07,79.63,226289468.0
2006_Indonesia,Indonesia,2006,346.706,111.641,2681.88,448.35,96.8,229318262.0
2007_Indonesia,Indonesia,2007,388.255,140.066,2057.19,285.58,77.05,232374239.0
2008_Indonesia,Indonesia,2008,366.293,121.845,2043.34,277.19,79.08,235469755.0
2009_Indonesia,Indonesia,2009,401.957,128.274,2475.02,374.97,96.05,238620554.0
2010_Indonesia,Indonesia,2010,451.931,153.077,2049.35,267.97,82.26,241834226.0
2011_Indonesia,Indonesia,2011,504.762,181.281,2276.71,308.07,91.18,245115988.0
2012_Indonesia,Indonesia,2012,521.528,187.171,2319.98,308.04,94.06,248451714.0
2013_Indonesia,Indonesia,2013,496.074,164.219,2294.46,302.42,91.07,251805314.0
2014_Indonesia,Indonesia,2014,498.973,173.584,2732.16,405.94,107.42,255128076.0
2015_Indonesia,Indonesia,2015,551.475,197.815,2779.09,423.54,110.55,258383257.0
2016_Indonesia,Indonesia,2016,560.846,206.328,2229.0,292.38,92.64,261556386.0
1990_Iran,Iran,1990,209.944,2.693,260.77,62.26,17.73,56366212.0
1991_Iran,Iran,1991,226.011,3.843,301.18,63.31,18.45,57679025.0
1992_Iran,Iran,1992,226.935,3.385,322.1,66.49,20.36,58780376.0
1993_Iran,Iran,1993,235.607,4.133,320.43,68.24,18.9,59723761.0
1994_Iran,Iran,1994,263.82,4.173,352.91,70.1,19.53,60590608.0
1995_Iran,Iran,1995,271.582,3.909,370.19,73.83,21.65,61442658.0
1996_Iran,Iran,1996,273.769,4.089,384.42,77.85,23.9,62294919.0
1997_Iran,Iran,1997,267.046,4.195,401.82,81.23,26.68,63136309.0
1998_Iran,Iran,1998,305.503,4.884,409.93,85.24,29.22,63971836.0
1999_Iran,Iran,1999,379.501,4.976,447.82,88.15,30.47,64800875.0
2000_Iran,Iran,2000,369.15,5.328,466.63,90.72,32.27,65623397.0
2001_Iran,Iran,2001,394.759,4.14,480.14,96.61,32.8,66449111.0
2002_Iran,Iran,2002,397.625,4.664,504.89,102.34,34.02,67284801.0
2003_Iran,Iran,2003,413.665,5.188,534.12,108.61,34.96,68122947.0
2004_Iran,Iran,2004,441.947,4.994,571.07,115.02,36.36,68951279.0
2005_Iran,Iran,2005,463.499,6.086,609.88,121.49,37.13,69762345.0
2006_Iran,Iran,2006,503.636,5.983,658.38,127.56,39.31,70554756.0
2007_Iran,Iran,2007,512.66,6.577,696.8,133.58,38.45,71336476.0
2008_Iran,Iran,2008,534.644,5.859,710.22,136.94,37.93,72120608.0
2009_Iran,Iran,2009,559.025,4.393,734.52,143.23,38.24,72924833.0
2010_Iran,Iran,2010,569.772,5.448,740.76,149.59,38.36,73762519.0
2011_Iran,Iran,2011,577.336,5.313,817.82,147.51,35.74,74634959.0
2012_Iran,Iran,2012,602.738,4.129,825.98,146.6,36.86,75539881.0
2013_Iran,Iran,2013,610.21,4.118,846.81,145.35,36.92,76481963.0
2014_Iran,Iran,2014,641.842,3.591,858.83,139.36,36.23,77465769.0
2015_Iran,Iran,2015,628.626,4.302,853.36,139.19,36.39,78492208.0
2016_Iran,Iran,2016,637.362,3.451,867.96,143.12,37.2,79563991.0
1990_Iraq,Iraq,1990,49.057,0.004,77.77,9.61,4.19,17419113.0
1991_Iraq,Iraq,1991,45.185,0.004,57.45,8.55,2.95,17889457.0
1990_Ireland,Ireland,1990,32.944,14.659,54.34,15.46,10.06,3510881.0
1991_Ireland,Ireland,1991,33.673,14.367,54.89,15.76,9.81,3517704.0
1992_Ireland,Ireland,1992,33.494,13.765,55.1,15.8,9.88,3529847.0
1993_Ireland,Ireland,1993,33.716,13.196,55.79,15.93,10.23,3546929.0
1994_Ireland,Ireland,1994,34.838,12.557,57.31,15.96,10.46,3567918.0
1995_Ireland,Ireland,1995,35.852,12.668,58.07,16.01,10.49,3592180.0
1996_Ireland,Ireland,1996,37.469,13.074,59.66,16.01,10.42,3619633.0
1997_Ireland,Ireland,1997,38.804,12.21,61.15,16.01,10.58,3651096.0
1998_Ireland,Ireland,1998,40.708,11.893,64.54,16.44,11.07,3687821.0
1999_Ireland,Ireland,1999,42.44,10.289,66.09,16.49,10.81,3731472.0
2000_Ireland,Ireland,2000,45.249,11.107,69.07,16.98,10.71,3783095.0
2001_Ireland,Ireland,2001,47.607,11.659,71.84,17.05,10.47,3842253.0
2002_Ireland,Ireland,2002,46.081,11.315,71.09,16.95,10.78,3907995.0
2003_Ireland,Ireland,2003,45.683,10.843,71.4,17.53,10.18,3980077.0
2004_Ireland,Ireland,2004,46.166,10.207,70.62,16.58,9.84,4058131.0
2005_Ireland,Ireland,2005,48.156,11.16,71.82,16.11,9.59,4141218.0
2006_Ireland,Ireland,2006,47.604,10.021,67.37,16.07,9.42,4230619.0
2007_Ireland,Ireland,2007,47.664,9.671,65.77,15.44,9.24,4324649.0
2008_Ireland,Ireland,2008,47.367,9.644,64.68,15.16,9.19,4415871.0
2009_Ireland,Ireland,2009,42.18,8.605,59.26,14.89,9.44,4494572.0
2010_Ireland,Ireland,2010,41.794,8.427,58.34,14.5,9.01,4554330.0
2011_Ireland,Ireland,2011,38.097,8.354,60.6,14.46,8.88,4591115.0
2012_Ireland,Ireland,2012,38.242,9.652,62.0,14.85,9.37,4608199.0
2013_Ireland,Ireland,2013,37.292,8.805,61.08,15.24,9.3,4615426.0
2014_Ireland,Ireland,2014,36.909,8.687,61.26,15.58,9.23,4626852.0
2015_Ireland,Ireland,2015,38.688,9.332,63.31,15.91,9.36,4652420.0
2016_Ireland,Ireland,2016,40.156,9.008,65.58,16.49,9.42,4695790.0
1990_Israel,Israel,1990,35.824,9.95,44.07,8.35,1.62,4448348.0
1991_Israel,Israel,1991,36.148,10.861,45.14,8.61,1.61,4589305.0
1992_Israel,Israel,1992,42.082,13.37,48.0,8.9,1.66,4752826.0
1993_Israel,Israel,1993,44.235,15.112,51.96,9.18,1.69,4929413.0
1994_Israel,Israel,1994,47.475,16.017,55.39,9.48,1.75,5105571.0
1995_Israel,Israel,1995,49.866,17.551,59.19,9.76,1.78,5271368.0
1996_Israel,Israel,1996,51.936,20.907,62.31,10.07,1.9,5424241.0
1997_Israel,Israel,1997,54.866,23.047,65.24,10.13,1.92,5566551.0
1998_Israel,Israel,1998,56.01,24.791,66.64,10.21,1.97,5699279.0
1999_Israel,Israel,1999,54.756,24.208,68.84,10.29,1.91,5824944.0
2000_Israel,Israel,2000,59.519,28.202,73.68,10.36,1.98,5945949.0
2001_Israel,Israel,2001,63.024,30.583,73.41,9.05,1.99,6060679.0
2002_Israel,Israel,2002,59.301,29.257,75.49,7.71,1.96,6169311.0
2003_Israel,Israel,2003,62.415,29.726,76.27,6.41,2.03,6278374.0
2004_Israel,Israel,2004,58.679,30.043,77.39,6.9,2.11,6396511.0
2005_Israel,Israel,2005,56.524,27.823,76.03,7.48,2.1,6529470.0
2006_Israel,Israel,2006,62.149,29.922,80.41,7.85,2.1,6680641.0
2007_Israel,Israel,2007,62.8,30.309,83.65,8.0,2.26,6847148.0
2008_Israel,Israel,2008,67.98,29.585,84.31,8.08,2.12,7020832.0
2009_Israel,Israel,2009,63.861,27.088,83.92,8.24,1.92,7190037.0
2010_Israel,Israel,2010,68.287,28.07,89.28,8.21,1.99,7346446.0
2011_Israel,Israel,2011,68.595,29.001,89.5,8.88,2.1,7487095.0
2012_Israel,Israel,2012,74.785,32.575,96.69,9.55,2.13,7614946.0
2013_Israel,Israel,2013,63.132,26.716,88.91,10.23,2.16,7734834.0
2014_Israel,Israel,2014,60.352,25.305,87.61,10.9,2.18,7854216.0
2015_Israel,Israel,2015,62.975,25.089,89.99,11.58,2.25,7978496.0
2016_Israel,Israel,2016,61.219,20.834,90.08,11.73,2.27,8108984.0
1990_Italy,Italy,1990,439.55,69.58,441.12,54.61,28.61,57048237.0
1991_Italy,Italy,1991,439.094,65.966,438.9,53.57,28.83,57088125.0
1992_Italy,Italy,1992,439.315,58.065,434.88,53.56,28.12,57145308.0
1993_Italy,Italy,1993,431.605,52.079,431.02,53.03,27.85,57197610.0
1994_Italy,Italy,1994,425.797,54.772,425.97,53.23,27.07,57213538.0
1995_Italy,Italy,1995,449.826,58.417,449.43,52.91,27.98,57174412.0
1996_Italy,Italy,1996,444.029,53.524,446.93,53.4,28.24,57065231.0
1997_Italy,Italy,1997,449.754,54.146,450.45,53.78,27.91,56903633.0
1998_Italy,Italy,1998,461.946,54.867,461.39,53.35,28.34,56742755.0
1999_Italy,Italy,1999,466.425,53.94,467.88,53.19,28.58,56655629.0
2000_Italy,Italy,2000,470.493,56.032,472.22,53.87,28.87,56692178.0
2001_Italy,Italy,2001,470.576,59.024,469.3,51.95,27.72,56875148.0
2002_Italy,Italy,2002,478.005,60.016,477.71,52.05,28.19,57182521.0
2003_Italy,Italy,2003,495.965,65.126,495.79,51.51,27.84,57564589.0
2004_Italy,Italy,2004,501.568,72.217,506.07,50.27,29.0,57948421.0
2005_Italy,Italy,2005,502.26,71.265,507.32,50.2,27.92,58281209.0
2006_Italy,Italy,2006,496.892,70.787,495.92,49.2,22.93,58542619.0
2007_Italy,Italy,2007,490.603,70.675,488.7,49.28,22.6,58747862.0
2008_Italy,Italy,2008,478.903,68.139,475.47,49.37,21.05,58922116.0
2009_Italy,Italy,2009,424.739,52.388,429.39,49.17,19.5,59105622.0
2010_Italy,Italy,2010,436.154,58.218,437.79,49.28,18.91,59325232.0
2011_Italy,Italy,2011,424.278,65.439,427.74,47.12,17.91,59589070.0
2012_Italy,Italy,2012,403.447,66.959,412.41,48.01,18.58,59879469.0
2013_Italy,Italy,2013,369.834,57.782,381.69,45.96,18.38,60166828.0
2014_Italy,Italy,2014,349.582,55.837,362.62,45.12,17.85,60409622.0
2015_Italy,Italy,2015,361.302,53.063,373.6,45.01,18.08,60578489.0
2016_Italy,Italy,2016,358.061,48.559,369.63,44.74,18.07,60663068.0
1990_Jamaica,Jamaica,1990,7.527,0.139,9.45,1.08,0.49,2419901.0
1991_Jamaica,Jamaica,1991,7.751,0.136,9.47,1.12,0.51,2439329.0
1992_Jamaica,Jamaica,1992,7.709,0.176,10.28,1.18,0.5,2461047.0
1993_Jamaica,Jamaica,1993,8.001,0.147,10.48,1.18,0.51,2484583.0
1994_Jamaica,Jamaica,1994,8.189,0.139,10.55,1.15,0.52,2509042.0
1995_Jamaica,Jamaica,1995,9.173,0.147,10.81,1.16,0.52,2533705.0
1996_Jamaica,Jamaica,1996,9.688,0.169,11.15,1.12,0.52,2558631.0
1997_Jamaica,Jamaica,1997,10.068,0.179,11.3,1.1,0.52,2583914.0
1998_Jamaica,Jamaica,1998,9.694,0.187,11.84,1.11,0.52,2608874.0
1999_Jamaica,Jamaica,1999,9.958,0.191,12.04,1.12,0.53,2632677.0
2000_Jamaica,Jamaica,2000,10.314,0.191,12.22,1.13,0.54,2654698.0
2001_Jamaica,Jamaica,2001,10.576,0.139,12.32,1.15,0.54,2674706.0
2002_Jamaica,Jamaica,2002,10.203,0.234,12.47,1.13,0.53,2692843.0
2003_Jamaica,Jamaica,2003,10.667,0.227,12.86,1.17,0.56,2709438.0
2004_Jamaica,Jamaica,2004,10.574,0.176,12.79,1.11,0.54,2725017.0
2005_Jamaica,Jamaica,2005,10.417,0.154,12.73,1.09,0.53,2740000.0
2006_Jamaica,Jamaica,2006,11.577,0.073,14.09,0.93,0.45,2754414.0
2007_Jamaica,Jamaica,2007,10.749,0.095,14.03,0.88,0.43,2768229.0
2008_Jamaica,Jamaica,2008,10.78,0.128,11.58,0.83,0.43,2781869.0
2009_Jamaica,Jamaica,2009,7.934,0.136,9.73,0.86,0.43,2795839.0
2010_Jamaica,Jamaica,2010,7.677,0.114,9.01,0.82,0.42,2810464.0
2011_Jamaica,Jamaica,2011,8.256,0.213,9.36,0.83,0.42,2825932.0
2012_Jamaica,Jamaica,2012,7.913,0.194,9.2,0.85,0.44,2842128.0
2013_Jamaica,Jamaica,2013,8.492,0.235,9.64,0.85,0.43,2858710.0
2014_Jamaica,Jamaica,2014,7.697,0.275,9.43,0.83,0.43,2875137.0
2015_Jamaica,Jamaica,2015,7.995,0.267,9.34,0.84,0.42,2891024.0
2016_Jamaica,Jamaica,2016,8.163,0.256,9.6,0.82,0.41,2906242.0
1990_Japan,Japan,1990,1158.007,317.909,1092.0,37.88,28.32,124505243.0
1991_Japan,Japan,1991,1169.692,317.769,1105.54,37.21,27.72,124929764.0
1992_Japan,Japan,1992,1179.396,312.121,1120.55,37.1,28.04,125331300.0
1993_Japan,Japan,1993,1172.339,317.584,1111.29,36.49,28.05,125707407.0
1994_Japan,Japan,1994,1227.273,325.23,1165.8,36.19,29.48,126053127.0
1995_Japan,Japan,1995,1239.62,335.138,1182.52,35.0,29.66,126365486.0
1996_Japan,Japan,1996,1251.531,343.97,1194.5,33.5,30.68,126644099.0
1997_Japan,Japan,1997,1244.781,349.465,1180.48,32.76,31.35,126892745.0
1998_Japan,Japan,1998,1204.993,327.323,1130.42,31.29,29.76,127117436.0
1999_Japan,Japan,1999,1241.611,345.193,1159.37,30.76,23.53,127326063.0
2000_Japan,Japan,2000,1264.375,372.047,1174.85,30.13,26.1,127524168.0
2001_Japan,Japan,2001,1249.766,381.113,1189.35,28.88,22.83,127713824.0
2002_Japan,Japan,2002,1279.12,398.258,1225.23,28.08,22.5,127893075.0
2003_Japan,Japan,2003,1287.468,411.672,1231.65,27.6,22.29,128058368.0
2004_Japan,Japan,2004,1282.862,419.646,1219.1,27.47,22.56,128204183.0
2005_Japan,Japan,2005,1290.371,430.174,1224.8,27.15,22.13,128326115.0
2006_Japan,Japan,2006,1267.362,427.283,1103.33,26.78,21.97,128422740.0
2007_Japan,Japan,2007,1303.134,444.764,1144.4,26.42,20.95,128494050.0
2008_Japan,Japan,2008,1232.314,426.081,1065.32,25.77,20.69,128538644.0
2009_Japan,Japan,2009,1163.213,411.06,1002.88,25.28,20.23,128555196.0
2010_Japan,Japan,2010,1214.816,445.734,1055.53,24.96,19.61,128542349.0
2011_Japan,Japan,2011,1264.866,430.265,1261.05,23.8,18.82,128498966.0
2012_Japan,Japan,2012,1306.01,449.801,1308.39,23.44,18.17,128423571.0
2013_Japan,Japan,2013,1315.343,480.985,1335.18,23.16,18.74,128314189.0
2014_Japan,Japan,2014,1263.729,472.226,1297.47,22.66,18.83,128168630.0
2015_Japan,Japan,2015,1223.396,465.629,1266.66,21.93,18.23,127985139.0
2016_Japan,Japan,2016,1203.718,456.358,1263.87,21.45,18.12,127763267.0
2013_Jordan,Jordan,2013,23.813,0.832,32.38,5.44,1.18,8518992.0
2014_Jordan,Jordan,2014,25.895,1.315,34.66,5.64,1.19,8918822.0
2015_Jordan,Jordan,2015,25.556,0.682,35.02,5.79,1.31,9266573.0
2016_Jordan,Jordan,2016,24.346,0.854,35.72,6.05,1.3,9554286.0
1990_Kazakhstan,Kazakhstan,1990,281.461,170.841,309.08,52.92,18.24,16383881.0
1991_Kazakhstan,Kazakhstan,1991,271.695,168.479,319.11,54.1,17.14,16373308.0
1992_Kazakhstan,Kazakhstan,1992,247.263,157.755,320.0,48.77,15.28,16302809.0
1993_Kazakhstan,Kazakhstan,1993,219.593,140.325,278.34,45.56,14.16,16181161.0
1994_Kazakhstan,Kazakhstan,1994,185.658,114.652,253.37,43.66,13.39,16022224.0
1995_Kazakhstan,Kazakhstan,1995,178.381,112.042,221.71,37.64,11.31,15839357.0
1996_Kazakhstan,Kazakhstan,1996,163.941,101.402,193.94,33.7,10.0,15631926.0
1997_Kazakhstan,Kazakhstan,1997,155.571,91.536,166.12,30.19,8.81,15406005.0
1998_Kazakhstan,Kazakhstan,1998,150.161,86.867,165.42,27.44,7.28,15190168.0
1999_Kazakhstan,Kazakhstan,1999,124.986,77.61,149.25,23.92,6.76,15020573.0
2000_Kazakhstan,Kazakhstan,2000,149.054,91.736,148.46,26.74,6.58,14922724.0
2001_Kazakhstan,Kazakhstan,2001,143.585,89.401,148.42,29.2,7.31,14910207.0
2002_Kazakhstan,Kazakhstan,2002,161.037,92.314,164.97,32.07,11.38,14976184.0
2003_Kazakhstan,Kazakhstan,2003,178.962,103.347,176.44,31.7,8.38,15100045.0
2004_Kazakhstan,Kazakhstan,2004,188.547,109.963,193.92,33.99,9.6,15250016.0
2005_Kazakhstan,Kazakhstan,2005,201.8,110.079,206.01,33.6,9.8,15402803.0
2006_Kazakhstan,Kazakhstan,2006,221.13,115.468,227.44,36.12,10.7,15551263.0
2007_Kazakhstan,Kazakhstan,2007,227.55,126.145,235.74,36.14,9.9,15702112.0
2008_Kazakhstan,Kazakhstan,2008,228.67,122.551,282.1,39.22,9.99,15862126.0
2009_Kazakhstan,Kazakhstan,2009,223.11,132.119,251.27,36.62,9.53,16043015.0
2010_Kazakhstan,Kazakhstan,2010,249.067,141.411,277.17,41.47,10.9,16252273.0
2011_Kazakhstan,Kazakhstan,2011,239.66,139.157,294.11,40.79,9.83,16490669.0
2012_Kazakhstan,Kazakhstan,2012,245.836,149.986,294.07,41.66,9.67,16751523.0
2013_Kazakhstan,Kazakhstan,2013,253.729,148.153,307.53,41.04,8.8,17026118.0
2014_Kazakhstan,Kazakhstan,2014,279.032,170.708,290.05,41.5,10.2,17302619.0
2015_Kazakhstan,Kazakhstan,2015,288.582,169.796,285.71,40.69,11.1,17572010.0
2016_Kazakhstan,Kazakhstan,2016,288.686,166.074,289.02,40.1,10.1,17830902.0
1990_Kenya,Kenya,1990,5.687,0.403,97.27,21.87,10.74,23724574.0
1991_Kenya,Kenya,1991,4.709,0.352,96.04,21.21,10.4,24521714.0
1992_Kenya,Kenya,1992,5.402,0.421,96.01,21.17,10.36,25326080.0
1993_Kenya,Kenya,1993,6.215,0.352,95.86,21.14,10.27,26136217.0
1994_Kenya,Kenya,1994,6.422,0.293,96.13,21.26,10.4,26950508.0
1995_Kenya,Kenya,1995,7.406,0.37,96.42,21.24,10.26,27768297.0
1996_Kenya,Kenya,1996,9.155,0.352,95.76,20.43,9.84,28589456.0
1997_Kenya,Kenya,1997,8.12,0.245,96.01,20.81,9.84,29415660.0
1998_Kenya,Kenya,1998,9.896,0.198,97.35,21.29,10.14,30250488.0
1999_Kenya,Kenya,1999,10.029,0.194,99.71,22.68,10.64,31098763.0
2000_Kenya,Kenya,2000,10.391,0.176,98.34,21.5,9.94,31964557.0
2001_Kenya,Kenya,2001,9.237,0.176,-8.23,21.36,10.03,32848569.0
2002_Kenya,Kenya,2002,7.819,0.264,-7.25,22.12,10.37,33751746.0
2003_Kenya,Kenya,2003,6.587,0.245,-6.03,23.29,11.1,34678781.0
2004_Kenya,Kenya,2004,7.439,0.286,-3.73,24.41,11.57,35635267.0
2005_Kenya,Kenya,2005,8.338,0.333,-3.12,23.96,11.55,36624897.0
2006_Kenya,Kenya,2006,9.336,0.443,15.1,23.98,11.15,37649039.0
2007_Kenya,Kenya,2007,9.541,0.4,31.14,34.76,16.94,38705934.0
2008_Kenya,Kenya,2008,9.911,0.41,33.6,35.7,16.96,39791984.0
2009_Kenya,Kenya,2009,11.966,0.366,33.32,34.59,16.42,40901798.0
2010_Kenya,Kenya,2010,11.745,0.627,34.04,34.78,16.6,42030684.0
2011_Kenya,Kenya,2011,12.928,1.015,36.77,36.21,17.3,43178270.0
2012_Kenya,Kenya,2012,11.988,0.909,38.64,37.15,17.48,44343469.0
2013_Kenya,Kenya,2013,12.77,1.004,36.84,36.22,17.13,45519986.0
2014_Kenya,Kenya,2014,13.773,1.246,39.64,37.08,18.12,46700063.0
2015_Kenya,Kenya,2015,16.301,1.322,42.74,38.16,17.69,47878339.0
2016_Kenya,Kenya,2016,17.156,1.304,47.77,40.61,18.8,49051531.0
1990_Kyrgyzstan,Kyrgyzstan,1990,19.369,7.102,30.16,7.59,2.29,4372885.0
1991_Kyrgyzstan,Kyrgyzstan,1991,16.002,6.181,27.84,7.8,2.16,4419627.0
1992_Kyrgyzstan,Kyrgyzstan,1992,11.081,3.814,20.31,6.94,1.99,4454192.0
1993_Kyrgyzstan,Kyrgyzstan,1993,8.502,3.437,15.46,5.93,1.83,4483844.0
1994_Kyrgyzstan,Kyrgyzstan,1994,6.147,3.424,10.31,4.53,1.61,4518808.0
1995_Kyrgyzstan,Kyrgyzstan,1995,4.512,1.246,7.63,4.06,1.31,4566096.0
1996_Kyrgyzstan,Kyrgyzstan,1996,5.664,1.854,8.51,3.85,1.28,4629403.0
1997_Kyrgyzstan,Kyrgyzstan,1997,5.575,1.942,8.43,3.85,1.25,4705651.0
1998_Kyrgyzstan,Kyrgyzstan,1998,5.915,1.938,8.62,3.66,1.29,4786772.0
1999_Kyrgyzstan,Kyrgyzstan,1999,4.648,1.916,7.28,3.53,1.31,4861121.0
2000_Kyrgyzstan,Kyrgyzstan,2000,4.602,1.865,7.31,3.58,1.33,4920712.0
2001_Kyrgyzstan,Kyrgyzstan,2001,3.861,1.229,6.7,3.67,1.36,4962839.0
2002_Kyrgyzstan,Kyrgyzstan,2002,4.921,1.986,7.58,3.73,1.25,4991478.0
2003_Kyrgyzstan,Kyrgyzstan,2003,5.382,2.407,8.29,3.6,1.39,5013538.0
